Ranking Week,Rank,Name,Country,Points,Tournaments,Member ID
6/7/2022,2,Kento MOMOTA,JPN,112554,27,89785
6/7/2022,3,Anders ANTONSEN,DEN,98300,37,91554
6/7/2022,4,CHOU Tien Chen,TPE,93776,37,34810
6/7/2022,5,LEE Zii Jia,MAS,90378,41,81561
6/7/2022,6,Anthony Sinisuka GINTING,INA,87879,35,95661
6/7/2022,7,CHEN Long,CHN,84400,18,75787
6/7/2022,8,Jonatan CHRISTIE,INA,82812,35,73442
6/7/2022,9,Lakshya SEN,IND,75874,39,68870
6/7/2022,10,LOH Kean Yew,SGP,73834,31,76115
6/7/2022,11,KIDAMBI Srikanth,IND,72481,43,93627
6/7/2022,12,NG Ka Long Angus,HKG,70257,34,45171
6/7/2022,13,Rasmus GEMKE,DEN,69151,36,62855
6/7/2022,14,Kanta TSUNEYAMA,JPN,67848,32,57823
6/7/2022,15,WANG Tzu Wei,TPE,65876,43,87375
6/7/2022,16,SHI Yu Qi,CHN,64941,16,57945
6/7/2022,17,LEE Cheuk Yiu,HKG,64261,34,94780
6/7/2022,18,Kunlavut VITIDSARN,THA,61849,35,64032
6/7/2022,19,SAI PRANEETH B.,IND,59276,34,42776
6/7/2022,20,Kenta NISHIMOTO,JPN,59079,36,85394
6/7/2022,21,Hans-Kristian Solberg VITTINGHUS,DEN,57942,33,53753
6/7/2022,22,Kantaphon WANGCHAROEN,THA,56723,43,92508
6/7/2022,23,PRANNOY H. S.,IND,54370,40,83950
6/7/2022,24,Shesar Hiren RHUSTAVITO,INA,53293,36,81887
6/7/2022,25,Toma Junior POPOV,FRA,52603,37,61628
6/7/2022,26,LU Guang Zu,CHN,52010,28,77427
6/7/2022,27,Mark CALJOUW,NED,51119,36,76973
6/7/2022,28,LIEW Daren,MAS,50209,33,52864
6/7/2022,29,Brian YANG,CAN,50010,46,63122
6/7/2022,30,Sameer VERMA,IND,49889,32,77003
6/7/2022,31,Sitthikom THAMMASIN,THA,48826,32,58963
6/7/2022,32,Tommy SUGIARTO,INA,48800,24,14587
6/7/2022,33,HEO Kwang Hee,KOR,48755,36,68718
6/7/2022,34,Jan O JORGENSEN,DEN,47664,17,54431
6/7/2022,35,ZHAO Jun Peng,CHN,47111,20,95930
6/7/2022,36,Kevin CORDON,GUA,45437,22,54897
6/7/2022,37,HUANG Yu Xiang,CHN,45000,17,71261
6/7/2022,38,PARUPALLI Kashyap,IND,44290,32,53944
6/7/2022,39,Nhat NGUYEN,IRL,44170,37,85095
6/7/2022,40,LI Shi Feng,CHN,43713,20,95476
6/7/2022,41,Brice LEVERDEZ,FRA,43334,39,52968
6/7/2022,42,Kodai NARAOKA,JPN,43261,19,62063
6/7/2022,43,Thomas ROUXEL,FRA,42710,39,38500
6/7/2022,44,Sourabh VERMA,IND,42400,28,25925
6/7/2022,45,Koki WATANABE,JPN,41516,23,97174
6/7/2022,46,Chico Aura DWI WARDOYO,INA,40408,22,71408
6/7/2022,47,Khosit PHETPRADAB,THA,40099,25,29449
6/7/2022,48,NG Tze Yong,MAS,40094,23,81362
6/7/2022,49,Misha ZILBERMAN,ISR,39724,34,52953
6/7/2022,50,Ygor COELHO,BRA,36949,38,96429
6/7/2022,51,Jason Anthony HO-SHUE,CAN,36507,34,93791
6/7/2022,52,Tanongsak SAENSOMBOONSUK,THA,36460,17,54513
6/7/2022,53,WENG Hong Yang,CHN,35833,14,77042
6/7/2022,54,Toby PENTY,ENG,35722,27,88523
6/7/2022,55,SUN Fei Xiang,CHN,35020,17,57762
6/7/2022,56,Arnaud MERKLE,FRA,34203,33,59543
6/7/2022,57,WONG Wing Ki Vincent,HKG,34050,17,55280
6/7/2022,58,Christo POPOV,FRA,33970,26,72885
6/7/2022,59,SOONG Joo Ven,MAS,33430,21,87117
6/7/2022,60,Lucas CLAERBOUT,FRA,33284,35,89506
6/7/2022,61,Pablo ABIAN,ESP,33280,45,14251
6/7/2022,62,Victor SVENDSEN,DEN,33130,29,59420
6/7/2022,63,Felix BURESTEDT,SWE,33111,34,83985
6/7/2022,64,Max WEISSKIRCHEN,GER,32996,34,84815
6/7/2022,65,Subhankar DEY,IND,32825,30,60967
6/7/2022,66,LEE Dong Keun,KOR,32655,22,64933
6/7/2022,67,Suppanyu AVIHINGSANON,THA,32486,22,46874
6/7/2022,68,SON Wan Ho,KOR,32185,12,54346
6/7/2022,69,Tien Minh NGUYEN,VIE,32055,19,14107
6/7/2022,70,Kalle KOLJONEN,FIN,31712,35,92655
6/7/2022,71,Luís Enrique PEÑALVER,ESP,30990,42,71221
6/7/2022,72,CHEAM June Wei,MAS,30940,28,92796
6/7/2022,73,Kiran GEORGE,IND,30587,30,68317
6/7/2022,74,Ajay JAYARAM,IND,30050,24,55351
6/7/2022,75,Sergey SIRANT,RUS,29474,29,93878
6/7/2022,76,Mithun MANJUNATH,IND,29441,25,62720
6/7/2022,77,Mads CHRISTOPHERSEN,DEN,29380,29,83938
6/7/2022,78,Xiaodong SHENG,CAN,28730,31,77143
6/7/2022,79,Kai SCHAEFER,GER,27982,41,20808
6/7/2022,80,Lino MUNOZ,MEX,27088,28,96461
6/7/2022,81,Ade Resky DWICAHYO,AZE,27056,36,78890
6/7/2022,82,Priyanshu RAJAWAT,IND,26936,14,69093
6/7/2022,83,Kim BRUUN,DEN,26430,30,96545
6/7/2022,84,B. R. Sankeerth,CAN,26352,44,61819
6/7/2022,85,LIN Chun-Yi,TPE,26090,12,86114
6/7/2022,86,Ikhsan Leonardo Imanuel RUMBAY,INA,25861,15,90657
6/7/2022,87,Siril VERMA,IND,24650,23,68139
6/7/2022,88,KIM DongHun,KOR,24497,13,99672
6/7/2022,89,Jia Heng Jason TEH,SGP,24486,18,82606
6/7/2022,90,LIN Yu Hsien,TPE,24460,14,91665
6/7/2022,91,Joran KWEEKEL,NED,24279,32,62286
6/7/2022,92,Luka WRABER,AUT,24018,42,56274
6/7/2022,93,Lucas CORVEE,FRA,23890,18,89416
6/7/2022,94,Chirag SEN,IND,23020,32,83657
6/7/2022,95,Ditlev Jaeger HOLM,DEN,22820,24,90130
6/7/2022,96,LU Chia Hung,TPE,22819,18,91254
6/7/2022,97,DANYLO BOSNIUK,UKR,22760,34,58328
6/7/2022,98,Vladimir MALKOV,RUS,22695,27,51682
6/7/2022,99,Jan LOUDA,CZE,22690,35,61423
5/31/2022,1,Viktor AXELSEN,DEN,119806,38,25831
5/31/2022,2,Kento MOMOTA,JPN,112554,27,89785
5/31/2022,3,Anders ANTONSEN,DEN,98300,37,91554
5/31/2022,4,CHOU Tien Chen,TPE,93776,37,34810
5/31/2022,5,LEE Zii Jia,MAS,90378,41,81561
5/31/2022,6,Anthony Sinisuka GINTING,INA,87879,35,95661
5/31/2022,7,CHEN Long,CHN,84400,18,75787
5/31/2022,8,Jonatan CHRISTIE,INA,82812,35,73442
5/31/2022,9,Lakshya SEN,IND,75874,39,68870
5/31/2022,10,LOH Kean Yew,SGP,73834,31,76115
5/31/2022,11,KIDAMBI Srikanth,IND,72481,43,93627
5/31/2022,12,NG Ka Long Angus,HKG,70257,34,45171
5/31/2022,13,Rasmus GEMKE,DEN,69151,36,62855
5/31/2022,14,Kanta TSUNEYAMA,JPN,67848,32,57823
5/31/2022,15,WANG Tzu Wei,TPE,65876,43,87375
5/31/2022,16,SHI Yu Qi,CHN,64941,16,57945
5/31/2022,17,LEE Cheuk Yiu,HKG,64261,34,94780
5/31/2022,18,Kunlavut VITIDSARN,THA,61849,35,64032
5/31/2022,19,SAI PRANEETH B.,IND,59276,34,42776
5/31/2022,20,Kenta NISHIMOTO,JPN,59079,36,85394
5/31/2022,21,Hans-Kristian Solberg VITTINGHUS,DEN,57942,33,53753
5/31/2022,22,Kantaphon WANGCHAROEN,THA,56723,43,92508
5/31/2022,23,PRANNOY H. S.,IND,54370,40,83950
5/31/2022,24,Shesar Hiren RHUSTAVITO,INA,53293,36,81887
5/31/2022,25,Toma Junior POPOV,FRA,52603,37,61628
5/31/2022,26,LU Guang Zu,CHN,52010,28,77427
5/31/2022,27,Mark CALJOUW,NED,51119,36,76973
5/31/2022,28,LIEW Daren,MAS,50209,33,52864
5/31/2022,29,Brian YANG,CAN,50010,46,63122
5/31/2022,30,Sameer VERMA,IND,49889,32,77003
5/31/2022,31,Sitthikom THAMMASIN,THA,48826,32,58963
5/31/2022,32,Tommy SUGIARTO,INA,48800,24,14587
5/31/2022,33,HEO Kwang Hee,KOR,48755,36,68718
5/31/2022,34,Jan O JORGENSEN,DEN,47664,17,54431
5/31/2022,35,ZHAO Jun Peng,CHN,47111,20,95930
5/31/2022,36,Kevin CORDON,GUA,45437,22,54897
5/31/2022,37,HUANG Yu Xiang,CHN,45000,17,71261
5/31/2022,38,PARUPALLI Kashyap,IND,44290,32,53944
5/31/2022,39,Nhat NGUYEN,IRL,44170,37,85095
5/31/2022,40,LI Shi Feng,CHN,43713,20,95476
5/31/2022,41,Brice LEVERDEZ,FRA,43334,39,52968
5/31/2022,42,Kodai NARAOKA,JPN,43261,19,62063
5/31/2022,43,Thomas ROUXEL,FRA,42710,39,38500
5/31/2022,44,Sourabh VERMA,IND,42400,28,25925
5/31/2022,45,Koki WATANABE,JPN,41516,23,97174
5/31/2022,46,Chico Aura DWI WARDOYO,INA,40408,22,71408
5/31/2022,47,Khosit PHETPRADAB,THA,40099,25,29449
5/31/2022,48,NG Tze Yong,MAS,40094,23,81362
5/31/2022,49,Misha ZILBERMAN,ISR,39724,34,52953
5/31/2022,50,Ygor COELHO,BRA,36949,37,96429
5/31/2022,51,Jason Anthony HO-SHUE,CAN,36507,34,93791
5/31/2022,52,Tanongsak SAENSOMBOONSUK,THA,36460,17,54513
5/31/2022,53,WENG Hong Yang,CHN,35833,14,77042
5/31/2022,54,Toby PENTY,ENG,35722,27,88523
5/31/2022,55,SUN Fei Xiang,CHN,35020,17,57762
5/31/2022,56,Arnaud MERKLE,FRA,34203,33,59543
5/31/2022,57,WONG Wing Ki Vincent,HKG,34050,17,55280
5/31/2022,58,Christo POPOV,FRA,33970,26,72885
5/31/2022,59,SOONG Joo Ven,MAS,33430,21,87117
5/31/2022,60,Lucas CLAERBOUT,FRA,33284,35,89506
5/31/2022,61,Pablo ABIAN,ESP,33280,44,14251
5/31/2022,62,Victor SVENDSEN,DEN,33130,28,59420
5/31/2022,63,Felix BURESTEDT,SWE,33111,33,83985
5/31/2022,64,Max WEISSKIRCHEN,GER,32996,33,84815
5/31/2022,65,Subhankar DEY,IND,32825,30,60967
5/31/2022,66,LEE Dong Keun,KOR,32655,22,64933
5/31/2022,67,Suppanyu AVIHINGSANON,THA,32486,22,46874
5/31/2022,68,SON Wan Ho,KOR,32185,12,54346
5/31/2022,69,Tien Minh NGUYEN,VIE,32055,19,14107
5/31/2022,70,Kalle KOLJONEN,FIN,31712,35,92655
5/31/2022,71,Luís Enrique PEÑALVER,ESP,30990,41,71221
5/31/2022,72,CHEAM June Wei,MAS,30850,27,92796
5/31/2022,73,Kiran GEORGE,IND,30587,29,68317
5/31/2022,74,Ajay JAYARAM,IND,30050,24,55351
5/31/2022,75,Sergey SIRANT,RUS,29474,29,93878
5/31/2022,76,Mithun MANJUNATH,IND,29441,25,62720
5/31/2022,77,Mads CHRISTOPHERSEN,DEN,29380,28,83938
5/31/2022,78,Xiaodong SHENG,CAN,28730,31,77143
5/31/2022,79,Kai SCHAEFER,GER,27982,41,20808
5/31/2022,80,Lino MUNOZ,MEX,27088,28,96461
5/31/2022,81,Ade Resky DWICAHYO,AZE,27056,36,78890
5/31/2022,82,Priyanshu RAJAWAT,IND,26936,14,69093
5/31/2022,83,Kim BRUUN,DEN,26430,29,96545
5/31/2022,84,B. R. Sankeerth,CAN,26352,44,61819
5/31/2022,85,LIN Chun-Yi,TPE,26090,12,86114
5/31/2022,86,Siril VERMA,IND,24650,22,68139
5/31/2022,87,KIM DongHun,KOR,24497,13,99672
5/31/2022,88,Jia Heng Jason TEH,SGP,24486,17,82606
5/31/2022,89,LIN Yu Hsien,TPE,24460,13,91665
5/31/2022,90,Ikhsan Leonardo Imanuel RUMBAY,INA,24431,14,90657
5/31/2022,91,Joran KWEEKEL,NED,24279,32,62286
5/31/2022,92,Luka WRABER,AUT,24018,41,56274
5/31/2022,93,Lucas CORVEE,FRA,23890,18,89416
5/31/2022,94,Chirag SEN,IND,23020,31,83657
5/31/2022,95,Ditlev Jaeger HOLM,DEN,22820,24,90130
5/31/2022,96,Vladimir MALKOV,RUS,22695,27,51682
5/31/2022,97,Jan LOUDA,CZE,22690,35,61423
5/31/2022,98,Chia Hao LEE,TPE,22640,20,59322
5/31/2022,99,DANYLO BOSNIUK,UKR,22610,33,58328
5/24/2022,1,Viktor AXELSEN,DEN,119806,38,25831
5/24/2022,2,Kento MOMOTA,JPN,112554,27,89785
5/24/2022,3,Anders ANTONSEN,DEN,98300,37,91554
5/24/2022,4,CHOU Tien Chen,TPE,93776,37,34810
5/24/2022,5,LEE Zii Jia,MAS,90378,41,81561
5/24/2022,6,Anthony Sinisuka GINTING,INA,87879,35,95661
5/24/2022,7,CHEN Long,CHN,84400,18,75787
5/24/2022,8,Jonatan CHRISTIE,INA,82812,35,73442
5/24/2022,9,Lakshya SEN,IND,75874,39,68870
5/24/2022,10,LOH Kean Yew,SGP,73834,31,76115
5/24/2022,11,KIDAMBI Srikanth,IND,72481,43,93627
5/24/2022,12,NG Ka Long Angus,HKG,70257,34,45171
5/24/2022,13,Rasmus GEMKE,DEN,69151,36,62855
5/24/2022,14,Kanta TSUNEYAMA,JPN,67848,32,57823
5/24/2022,15,WANG Tzu Wei,TPE,65876,43,87375
5/24/2022,16,SHI Yu Qi,CHN,64941,16,57945
5/24/2022,17,LEE Cheuk Yiu,HKG,64261,34,94780
5/24/2022,18,Kunlavut VITIDSARN,THA,61849,35,64032
5/24/2022,19,SAI PRANEETH B.,IND,59276,34,42776
5/24/2022,20,Kenta NISHIMOTO,JPN,59079,36,85394
5/24/2022,21,Hans-Kristian Solberg VITTINGHUS,DEN,57942,33,53753
5/24/2022,22,Kantaphon WANGCHAROEN,THA,56723,43,92508
5/24/2022,23,PRANNOY H. S.,IND,54370,40,83950
5/24/2022,24,Shesar Hiren RHUSTAVITO,INA,53293,36,81887
5/24/2022,25,Toma Junior POPOV,FRA,52603,37,61628
5/24/2022,26,LU Guang Zu,CHN,52010,28,77427
5/24/2022,27,Mark CALJOUW,NED,51119,36,76973
5/24/2022,28,LIEW Daren,MAS,50209,33,52864
5/24/2022,29,Brian YANG,CAN,50010,46,63122
5/24/2022,30,Sameer VERMA,IND,49889,32,77003
5/24/2022,31,Sitthikom THAMMASIN,THA,48826,32,58963
5/24/2022,32,Tommy SUGIARTO,INA,48800,24,14587
5/24/2022,33,HEO Kwang Hee,KOR,48755,36,68718
5/24/2022,34,Jan O JORGENSEN,DEN,47664,17,54431
5/24/2022,35,ZHAO Jun Peng,CHN,47111,20,95930
5/24/2022,36,Kevin CORDON,GUA,45437,22,54897
5/24/2022,37,HUANG Yu Xiang,CHN,45000,17,71261
5/24/2022,38,PARUPALLI Kashyap,IND,44290,32,53944
5/24/2022,39,Nhat NGUYEN,IRL,44170,37,85095
5/24/2022,40,LI Shi Feng,CHN,43713,20,95476
5/24/2022,41,Brice LEVERDEZ,FRA,43334,39,52968
5/24/2022,42,Kodai NARAOKA,JPN,43261,19,62063
5/24/2022,43,Thomas ROUXEL,FRA,42710,39,38500
5/24/2022,44,Sourabh VERMA,IND,42400,28,25925
5/24/2022,45,Koki WATANABE,JPN,41516,23,97174
5/24/2022,46,Chico Aura DWI WARDOYO,INA,40408,22,71408
5/24/2022,47,Khosit PHETPRADAB,THA,40099,25,29449
5/24/2022,48,NG Tze Yong,MAS,40094,23,81362
5/24/2022,49,Misha ZILBERMAN,ISR,39724,34,52953
5/24/2022,50,Ygor COELHO,BRA,36949,37,96429
5/24/2022,51,Jason Anthony HO-SHUE,CAN,36507,34,93791
5/24/2022,52,Tanongsak SAENSOMBOONSUK,THA,36460,17,54513
5/24/2022,53,WENG Hong Yang,CHN,35833,14,77042
5/24/2022,54,Toby PENTY,ENG,35722,27,88523
5/24/2022,55,SUN Fei Xiang,CHN,35020,17,57762
5/24/2022,56,Arnaud MERKLE,FRA,34203,33,59543
5/24/2022,57,WONG Wing Ki Vincent,HKG,34050,17,55280
5/24/2022,58,Christo POPOV,FRA,33970,26,72885
5/24/2022,59,SOONG Joo Ven,MAS,33430,21,87117
5/24/2022,60,Lucas CLAERBOUT,FRA,33284,35,89506
5/24/2022,61,Pablo ABIAN,ESP,33280,44,14251
5/24/2022,62,Victor SVENDSEN,DEN,33130,28,59420
5/24/2022,63,Felix BURESTEDT,SWE,33111,33,83985
5/24/2022,64,Max WEISSKIRCHEN,GER,32996,33,84815
5/24/2022,65,Subhankar DEY,IND,32825,30,60967
5/24/2022,66,LEE Dong Keun,KOR,32655,22,64933
5/24/2022,67,Suppanyu AVIHINGSANON,THA,32486,22,46874
5/24/2022,68,SON Wan Ho,KOR,32185,12,54346
5/24/2022,69,Tien Minh NGUYEN,VIE,32055,19,14107
5/24/2022,70,Kalle KOLJONEN,FIN,31712,35,92655
5/24/2022,71,Luís Enrique PEÑALVER,ESP,30990,41,71221
5/24/2022,72,CHEAM June Wei,MAS,30850,27,92796
5/24/2022,73,Kiran GEORGE,IND,30587,29,68317
5/24/2022,74,Ajay JAYARAM,IND,30050,24,55351
5/24/2022,75,Sergey SIRANT,RUS,29474,29,93878
5/24/2022,76,Mithun MANJUNATH,IND,29441,25,62720
5/24/2022,77,Mads CHRISTOPHERSEN,DEN,29380,28,83938
5/24/2022,78,Xiaodong SHENG,CAN,28730,31,77143
5/24/2022,79,Kai SCHAEFER,GER,27982,41,20808
5/24/2022,80,Lino MUNOZ,MEX,27088,28,96461
5/24/2022,81,Ade Resky DWICAHYO,AZE,27056,36,78890
5/24/2022,82,Priyanshu RAJAWAT,IND,26936,14,69093
5/24/2022,83,Kim BRUUN,DEN,26430,29,96545
5/24/2022,84,B. R. Sankeerth,CAN,26352,44,61819
5/24/2022,85,LIN Chun-Yi,TPE,26090,12,86114
5/24/2022,86,Siril VERMA,IND,24650,21,68139
5/24/2022,87,KIM DongHun,KOR,24497,13,99672
5/24/2022,88,Jia Heng Jason TEH,SGP,24486,17,82606
5/24/2022,89,LIN Yu Hsien,TPE,24460,13,91665
5/24/2022,90,Ikhsan Leonardo Imanuel RUMBAY,INA,24431,14,90657
5/24/2022,91,Joran KWEEKEL,NED,24279,32,62286
5/24/2022,92,Luka WRABER,AUT,24018,40,56274
5/24/2022,93,Lucas CORVEE,FRA,23890,18,89416
5/24/2022,94,Chirag SEN,IND,23020,31,83657
5/24/2022,95,Ditlev Jaeger HOLM,DEN,22820,24,90130
5/24/2022,96,Vladimir MALKOV,RUS,22695,27,51682
5/24/2022,97,Jan LOUDA,CZE,22690,35,61423
5/24/2022,98,DANYLO BOSNIUK,UKR,22610,33,58328
5/24/2022,99,Job CASTILLO,MEX,22604,19,93101
5/17/2022,1,Viktor AXELSEN,DEN,119806,37,25831
5/17/2022,2,Kento MOMOTA,JPN,112554,26,89785
5/17/2022,3,Anders ANTONSEN,DEN,98300,36,91554
5/17/2022,4,CHOU Tien Chen,TPE,93776,36,34810
5/17/2022,5,Anthony Sinisuka GINTING,INA,87879,35,95661
5/17/2022,6,LEE Zii Jia,MAS,87778,40,81561
5/17/2022,7,CHEN Long,CHN,84400,18,75787
5/17/2022,8,Jonatan CHRISTIE,INA,82812,35,73442
5/17/2022,9,Lakshya SEN,IND,75874,39,68870
5/17/2022,10,LOH Kean Yew,SGP,73834,31,76115
5/17/2022,11,KIDAMBI Srikanth,IND,72481,42,93627
5/17/2022,12,NG Ka Long Angus,HKG,70257,34,45171
5/17/2022,13,Rasmus GEMKE,DEN,69151,35,62855
5/17/2022,14,Kanta TSUNEYAMA,JPN,67848,32,57823
5/17/2022,15,WANG Tzu Wei,TPE,65736,42,87375
5/17/2022,16,SHI Yu Qi,CHN,64941,16,57945
5/17/2022,17,LEE Cheuk Yiu,HKG,64261,34,94780
5/17/2022,18,Kunlavut VITIDSARN,THA,61849,35,64032
5/17/2022,19,SAI PRANEETH B.,IND,59276,33,42776
5/17/2022,20,Kenta NISHIMOTO,JPN,59079,35,85394
5/17/2022,21,Hans-Kristian Solberg VITTINGHUS,DEN,57942,32,53753
5/17/2022,22,Kantaphon WANGCHAROEN,THA,56723,42,92508
5/17/2022,23,PRANNOY H. S.,IND,54370,39,83950
5/17/2022,24,Shesar Hiren RHUSTAVITO,INA,53053,35,81887
5/17/2022,25,Toma Junior POPOV,FRA,52603,36,61628
5/17/2022,26,LU Guang Zu,CHN,52010,27,77427
5/17/2022,27,Mark CALJOUW,NED,51119,36,76973
5/17/2022,28,Brian YANG,CAN,50010,45,63122
5/17/2022,29,Sameer VERMA,IND,49889,32,77003
5/17/2022,30,Sitthikom THAMMASIN,THA,48826,32,58963
5/17/2022,31,HEO Kwang Hee,KOR,48755,35,68718
5/17/2022,32,Tommy SUGIARTO,INA,48400,23,14587
5/17/2022,33,Jan O JORGENSEN,DEN,47664,17,54431
5/17/2022,34,LIEW Daren,MAS,47389,32,52864
5/17/2022,35,Kevin CORDON,GUA,45437,22,54897
5/17/2022,36,ZHAO Jun Peng,CHN,45071,19,95930
5/17/2022,37,HUANG Yu Xiang,CHN,45000,17,71261
5/17/2022,38,PARUPALLI Kashyap,IND,44290,32,53944
5/17/2022,39,Brice LEVERDEZ,FRA,43334,38,52968
5/17/2022,40,Thomas ROUXEL,FRA,42710,38,38500
5/17/2022,41,Sourabh VERMA,IND,42400,27,25925
5/17/2022,42,Nhat NGUYEN,IRL,42160,36,85095
5/17/2022,43,Koki WATANABE,JPN,40946,22,97174
5/17/2022,44,Chico Aura DWI WARDOYO,INA,40408,22,71408
5/17/2022,45,Khosit PHETPRADAB,THA,40099,25,29449
5/17/2022,46,NG Tze Yong,MAS,40094,22,81362
5/17/2022,47,Misha ZILBERMAN,ISR,39724,34,52953
5/17/2022,48,Kodai NARAOKA,JPN,39641,18,62063
5/17/2022,49,LI Shi Feng,CHN,38133,19,95476
5/17/2022,50,Ygor COELHO,BRA,36949,37,96429
5/17/2022,51,Jason Anthony HO-SHUE,CAN,36507,34,93791
5/17/2022,52,Tanongsak SAENSOMBOONSUK,THA,36460,17,54513
5/17/2022,53,WENG Hong Yang,CHN,35833,14,77042
5/17/2022,54,Toby PENTY,ENG,35722,27,88523
5/17/2022,55,SUN Fei Xiang,CHN,35020,16,57762
5/17/2022,56,Arnaud MERKLE,FRA,34203,32,59543
5/17/2022,57,WONG Wing Ki Vincent,HKG,34050,17,55280
5/17/2022,58,Christo POPOV,FRA,33970,25,72885
5/17/2022,59,SOONG Joo Ven,MAS,33430,20,87117
5/17/2022,60,Lucas CLAERBOUT,FRA,33284,35,89506
5/17/2022,61,Pablo ABIAN,ESP,33280,44,14251
5/17/2022,62,Victor SVENDSEN,DEN,33130,27,59420
5/17/2022,63,Felix BURESTEDT,SWE,33111,33,83985
5/17/2022,64,Max WEISSKIRCHEN,GER,32996,32,84815
5/17/2022,65,Subhankar DEY,IND,32825,29,60967
5/17/2022,66,LEE Dong Keun,KOR,32655,22,64933
5/17/2022,67,Suppanyu AVIHINGSANON,THA,32486,22,46874
5/17/2022,68,SON Wan Ho,KOR,32185,12,54346
5/17/2022,69,Tien Minh NGUYEN,VIE,32055,19,14107
5/17/2022,70,Kalle KOLJONEN,FIN,31712,35,92655
5/17/2022,71,Luís Enrique PEÑALVER,ESP,30990,41,71221
5/17/2022,72,CHEAM June Wei,MAS,30850,26,92796
5/17/2022,73,Kiran GEORGE,IND,30587,28,68317
5/17/2022,74,Ajay JAYARAM,IND,30050,24,55351
5/17/2022,75,Sergey SIRANT,RUS,29474,29,93878
5/17/2022,76,Mithun MANJUNATH,IND,29441,25,62720
5/17/2022,77,Mads CHRISTOPHERSEN,DEN,29290,27,83938
5/17/2022,78,Xiaodong SHENG,CAN,28730,31,77143
5/17/2022,79,Lino MUNOZ,MEX,27088,28,96461
5/17/2022,80,Ade Resky DWICAHYO,AZE,27036,35,78890
5/17/2022,81,Priyanshu RAJAWAT,IND,26936,13,69093
5/17/2022,82,Kai SCHAEFER,GER,26492,40,20808
5/17/2022,83,Kim BRUUN,DEN,26430,29,96545
5/17/2022,84,B. R. Sankeerth,CAN,26352,44,61819
5/17/2022,85,LIN Chun-Yi,TPE,26090,12,86114
5/17/2022,86,Siril VERMA,IND,24650,20,68139
5/17/2022,87,KIM DongHun,KOR,24497,13,99672
5/17/2022,88,Jia Heng Jason TEH,SGP,24486,17,82606
5/17/2022,89,LIN Yu Hsien,TPE,24460,13,91665
5/17/2022,90,Ikhsan Leonardo Imanuel RUMBAY,INA,24431,14,90657
5/17/2022,91,Joran KWEEKEL,NED,24279,32,62286
5/17/2022,92,Luka WRABER,AUT,24018,40,56274
5/17/2022,93,Lucas CORVEE,FRA,23890,18,89416
5/17/2022,94,Chirag SEN,IND,23020,31,83657
5/17/2022,95,Ditlev Jaeger HOLM,DEN,22820,24,90130
5/17/2022,96,Vladimir MALKOV,RUS,22695,27,51682
5/17/2022,97,Jan LOUDA,CZE,22690,35,61423
5/17/2022,98,DANYLO BOSNIUK,UKR,22610,33,58328
5/17/2022,99,Job CASTILLO,MEX,22604,19,93101
5/10/2022,1,Viktor AXELSEN,DEN,118579,36,25831
5/10/2022,2,Kento MOMOTA,JPN,112210,25,89785
5/10/2022,3,Anders ANTONSEN,DEN,98300,35,91554
5/10/2022,4,CHOU Tien Chen,TPE,93282,35,34810
5/10/2022,5,Anthony Sinisuka GINTING,INA,87567,34,95661
5/10/2022,6,LEE Zii Jia,MAS,86564,39,81561
5/10/2022,7,CHEN Long,CHN,84400,18,75787
5/10/2022,8,Jonatan CHRISTIE,INA,82447,34,73442
5/10/2022,9,Lakshya SEN,IND,74786,38,68870
5/10/2022,10,LOH Kean Yew,SGP,72786,30,76115
5/10/2022,11,KIDAMBI Srikanth,IND,70378,41,93627
5/10/2022,12,NG Ka Long Angus,HKG,70257,34,45171
5/10/2022,13,Rasmus GEMKE,DEN,68203,34,62855
5/10/2022,14,Kanta TSUNEYAMA,JPN,67185,31,57823
5/10/2022,15,WANG Tzu Wei,TPE,65042,41,87375
5/10/2022,16,SHI Yu Qi,CHN,64941,16,57945
5/10/2022,17,LEE Cheuk Yiu,HKG,64261,34,94780
5/10/2022,18,Kunlavut VITIDSARN,THA,60432,34,64032
5/10/2022,19,SAI PRANEETH B.,IND,59276,33,42776
5/10/2022,20,Kenta NISHIMOTO,JPN,58243,34,85394
5/10/2022,21,Hans-Kristian Solberg VITTINGHUS,DEN,56937,31,53753
5/10/2022,22,Kantaphon WANGCHAROEN,THA,56723,41,92508
5/10/2022,23,PRANNOY H. S.,IND,52875,38,83950
5/10/2022,24,Shesar Hiren RHUSTAVITO,INA,52518,34,81887
5/10/2022,25,LU Guang Zu,CHN,51669,26,77427
5/10/2022,26,Toma Junior POPOV,FRA,51456,35,61628
5/10/2022,27,Mark CALJOUW,NED,51119,36,76973
5/10/2022,28,Sameer VERMA,IND,49889,32,77003
5/10/2022,29,Brian YANG,CAN,49598,44,63122
5/10/2022,30,Tommy SUGIARTO,INA,48400,23,14587
5/10/2022,31,HEO Kwang Hee,KOR,48294,34,68718
5/10/2022,32,Sitthikom THAMMASIN,THA,48157,31,58963
5/10/2022,33,Jan O JORGENSEN,DEN,47664,17,54431
5/10/2022,34,LIEW Daren,MAS,45900,31,52864
5/10/2022,35,Kevin CORDON,GUA,45437,22,54897
5/10/2022,36,HUANG Yu Xiang,CHN,45000,17,71261
5/10/2022,37,PARUPALLI Kashyap,IND,44290,32,53944
5/10/2022,38,ZHAO Jun Peng,CHN,44005,18,95930
